,show_id,type,title,director,country/region,date_added,release_year,rating,duration1,duration,listed_in1,listed_in,description
1598,80241666,Movie,No Estoy Loca,Nicol_¡s L_³pez,Chile,2018,2018,TV-MA,116 min,116,"Comedies, Dramas, International Movies",Comedies,A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.
1691,81096151,Movie,Laatu,Manav Shah,India,2019,2018,TV-Y7,116 min,116,"Comedies, Dramas, International Movies",Comedies,A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.
1754,70073018,Movie,Shootout at Lokhandwala,Apoorva Lakhia,India,2019,2007,UR,116 min,116,"Action & Adventure, Dramas, International Movies",Action & Adventure,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight."
1809,70204288,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,India,2017,2011,TV-14,116 min,116,"Action & Adventure, Comedies, Dramas",Action & Adventure,"A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job."
1941,81074140,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi",United Arab Emirates,2019,2018,TV-14,116 min,116,"Action & Adventure, Comedies, International Movies",Action & Adventure,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
2120,70105459,Movie,Contract,Ram Gopal Varma,India,2019,2008,TV-MA,116 min,116,"Action & Adventure, Dramas, Independent Movies",Action & Adventure,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell."
2368,80238291,Movie,Samarppanam,K. Gopinathan,India,2018,2017,TV-14,116 min,116,"Dramas, International Movies",Dramas,"When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers."
2459,81035843,Movie,Freezer's Campaign,Sameh Abdulaziz,Egypt,2019,2016,TV-MA,116 min,116,"Comedies, International Movies",Comedies,"When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost."
2583,81131274,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian",India,2019,2019,TV-MA,116 min,116,"Horror Movies, Independent Movies, International Movies",Horror Movies,An asylum patient__ troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.
2587,81027187,Movie,The Wolf's Call,Antonin Baudry,France,2019,2019,TV-14,116 min,116,"Dramas, International Movies, Thrillers",Dramas,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem _ or sound _ using only his ears."
2709,70108017,Movie,The Box,Richard Kelly,United States,2019,2009,PG-13,116 min,116,"Sci-Fi & Fantasy, Thrillers",Sci-Fi & Fantasy,A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
2943,80167460,Movie,Uncertain Glory,Agust_­ Villaronga,Spain,2017,2017,TV-MA,116 min,116,"Dramas, International Movies",Dramas,"When Llu_­s, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power."
2975,80191557,Movie,Vitti Dandu,Ganesh Kadam,India,2017,2014,TV-14,116 min,116,"Dramas, International Movies",Dramas,"In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers."
3106,80994573,Movie,Kaviyude Osyath,Vineeth Anil,India,2018,2017,TV-PG,116 min,116,"Dramas, International Movies",Dramas,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend."
3138,80158390,Movie,Amrapali,Lekh Tandon,India,2017,1966,TV-PG,116 min,116,"Dramas, International Movies, Music & Musicals",Dramas,"In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves."
3395,81047446,Movie,Pari,Syed Atif Ali,Pakistan,2019,2018,TV-14,116 min,116,"Horror Movies, International Movies",Horror Movies,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
3440,70113534,Movie,The Fighter,David O. Russell,United States,2019,2010,R,116 min,116,"Dramas, Sports Movies",Dramas,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist."
3615,60011649,Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,United States,2019,1981,PG,116 min,116,"Action & Adventure, Children & Family Movies, Classic Movies",Action & Adventure,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
3818,70127628,Movie,You Changed My Life,Cathy Garcia-Molina,Philippines,2019,2009,TV-PG,116 min,116,"Comedies, Dramas, International Movies",Comedies,"Laida and Miggy think they've found perfect happiness with each other, until their burgeoning careers force them into a long-distance relationship."
3894,80177414,Movie,On Body and Soul,Ildiko Enyedi,Hungary,2018,2017,TV-MA,116 min,116,"Dramas, International Movies, Romantic Movies",Dramas,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
4066,80060060,Movie,Chauthi Koot,Gurvinder Singh,"India, France",2017,2015,TV-14,116 min,116,"Dramas, Independent Movies, International Movies",Dramas,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.
4155,80244190,Movie,Breath,Simon Baker,Australia,2018,2018,TV-MA,116 min,116,"Dramas, Sports Movies",Dramas,"In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears."
4304,70213471,Movie,Lawless,John Hillcoat,United States,2019,2012,R,116 min,116,Dramas,Dramas,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes."
4320,81024717,Movie,Rehmataan,,India,2018,2012,TV-14,116 min,116,"Dramas, International Movies, Romantic Movies",Dramas,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there__ still good in the world."
4707,80149139,Movie,Interrogation,Vetrimaaran,India,2016,2015,TV-MA,116 min,116,"Dramas, International Movies, Thrillers",Dramas,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail."
4848,80164392,Movie,Berlin Syndrome,Cate Shortland,Australia,2017,2017,R,116 min,116,"International Movies, Thrillers",International Movies,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.
4906,81155803,Movie,Uriyadi 2,Vijay Kumar,India,2019,2019,TV-MA,116 min,116,"Dramas, International Movies",Dramas,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company__ callous owner and local politicians."
5058,60032685,Movie,Darna Mana Hai,Prawal Raman,India,2019,2003,TV-MA,116 min,116,"Horror Movies, International Movies, Thrillers",Horror Movies,"Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves."
5181,80094357,Movie,Look Who's Back,David Wnendt,Germany,2016,2015,NR,116 min,116,"Comedies, International Movies",Comedies,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon."
5364,81088285,Movie,The Mayo Clinic,"Ken Burns, Christopher Loren Ewers, Erik Ewers",United States,2019,2018,TV-14,116 min,116,Documentaries,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.
5405,60036103,Movie,Mumbai Matinee,Anant Balani,India,2019,2003,TV-14,116 min,116,"Comedies, International Movies, Romantic Movies",Comedies,"Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
5524,607931,Movie,How to Make an American Quilt,Jocelyn Moorhouse,United States,2018,1995,PG-13,116 min,116,"Dramas, Romantic Movies",Dramas,"A conflicted young woman spends the summer with her grandmother, her great-aunt and their quilting circle, whose life stories captivate her."
5533,80245329,Movie,Metro,Ananda Krishnan,India,2018,2016,TV-14,116 min,116,"Dramas, International Movies, Thrillers",Dramas,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands."
97,80992039,Movie,Two Catalonias,"_lvaro Longoria, Gerardo Olivares",Spain,2018,2018,TV-MA,117 min,117,"Documentaries, International Movies",Documentaries,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.
236,81018235,Movie,__aj Rati ___eteki,Santwana Bardoloi,India,2018,2017,TV-14,117 min,117,"Dramas, International Movies",Dramas,"A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks."
714,80201822,Movie,Veerappan,Ram Gopal Varma,India,2017,2016,TV-14,117 min,117,"Action & Adventure, Dramas, International Movies",Action & Adventure,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
836,70044605,Movie,The Pursuit of Happyness,Gabriele Muccino,United States,2019,2006,PG-13,117 min,117,Dramas,Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm."
885,81024704,Movie,Motor Mitraan Di,Amitoj Mann,India,2018,2016,TV-14,117 min,117,"Comedies, International Movies",Comedies,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
1110,81215481,Movie,Pranaam,Sanjiv Jaiswal,India,2019,2019,TV-MA,117 min,117,"Action & Adventure, Dramas, International Movies",Action & Adventure,"Aspiring to fulfill his father__ dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin."
1437,70123117,Movie,Aagey Se Right,Indrajit Nattoji,India,2018,2009,TV-MA,117 min,117,"Comedies, International Movies, Music & Musicals",Comedies,"A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it."
1645,80202903,Movie,Sara's Notebook,Norberto L_³pez Amado,Spain,2018,2018,TV-MA,117 min,117,"Dramas, International Movies, Thrillers",Dramas,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
1709,80218111,Movie,Catching Feelings,Kagiso Lediga,South Africa,2018,2018,TV-MA,117 min,117,"Comedies, International Movies, Romantic Movies",Comedies,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
1880,80165848,Movie,Bittoo Boss,Supavitra Babul,India,2017,2012,TV-14,117 min,117,"Comedies, Dramas, International Movies",Comedies,"When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos _ with mixed results."
